job,person,label
594,24912,1
154,24843,0
826,39052,0
309,18980,0
432,33476,0
677,2405,1
1093,42313,0
962,39504,0
538,30201,0
152,6333,0
460,19965,1
552,7007,0
1000,9623,0
384,28179,1
978,8457,1
183,22093,0
730,19170,0
76,27065,0
709,12701,0
1209,44387,0
351,26929,0
748,23745,0
907,936,1
236,21872,0
1030,41381,0
1984,9536,1
142,17422,0
112,23778,0
560,6786,0
1054,48340,0
1126,45147,0
1201,41599,0
934,48023,0
1055,3230,0
367,3350,0
929,42661,0
101,7941,0
234,20061,0
1696,52189,1
965,32361,0
176,23061,0
94,16664,0
1074,45227,0
306,23403,0
307,11558,0
431,14417,0
501,12188,0
1746,52546,1
258,21052,0
947,44452,0
316,8190,0
540,34752,0
456,29031,0
1209,48783,0
262,22360,0
1245,46437,0
391,24759,0
838,41444,0
421,30592,0
971,36006,0
501,8846,0
372,11157,0
305,27254,0
1078,40195,0
126,50164,0
432,14240,0
1478,14099,0
405,40666,1
1907,7718,1
910,40381,0
1273,47592,0
456,6240,0
332,21464,0
488,30116,0
309,8499,0
1184,10576,0
946,41616,0
781,32571,0
306,8739,0
1006,17860,0
860,17343,0
1234,17165,0
1463,48378,1
193,760,0
709,13377,0
947,30499,0
562,20757,1
1000,46266,0
1773,18541,1
658,11040,0
170,18295,0
174,17577,0
1069,15588,0
1373,8564,1
255,21513,0
456,9226,0
893,18109,0
995,9164,0
1134,44602,0
860,2944,0
1372,11818,1
1201,45939,0
267,32033,0
936,29933,0
666,4646,0
1260,43851,0
540,18022,0
306,27850,0
268,16551,1
549,14567,0
1006,48548,0
680,8454,0
1217,6860,0
332,3313,0
131,13781,0
662,16361,0
646,35447,0
1244,31793,0
1096,44168,0
1076,44323,1
1349,45437,0
1009,32460,0
138,17306,0
887,41673,1
207,11324,0
593,6627,0
33,11408,0
531,19211,0
1209,48913,0
234,19248,0
849,25431,1
825,33280,0
982,44955,0
660,49059,0
648,37360,0
1158,43342,0
432,27254,0
990,33973,0
306,25206,0
649,38312,0
1981,30077,1
1974,53743,1
250,13011,0
1309,34773,0
306,7525,0
995,39613,0
667,9784,0
246,18622,0
374,25948,0
589,30671,0
431,30744,0
540,32367,0
111,26686,0
2043,54187,1
1237,10106,0
774,41158,0
1372,15989,1
1907,54149,1
518,28046,0
2081,53782,1
1509,49931,0
961,36069,0
375,1317,0
934,16535,0
136,701,0
176,21636,0
306,21588,0
1247,9200,0
986,45290,0
1838,2886,1
111,21338,0
236,15991,0
978,2396,0
1048,41725,0
152,21953,0
1732,51346,1
269,24333,0
431,10029,0
1355,45276,0
268,9483,0
1015,39598,0
660,35088,0
1248,48399,0
1291,27587,0
308,32750,0
880,41752,1
1251,37991,0
510,29866,0
491,5705,1
1184,5257,0
152,46867,0
1120,40698,0
1305,9164,0
548,23855,0
216,13193,0
1216,32379,0
352,21299,0
252,6659,0
227,13512,0
1098,3929,0
380,25099,0
268,26929,0
1298,47929,0
225,7362,0
150,1237,1
1480,51576,1
409,11613,0
1215,14952,0
285,3755,0
894,46239,0
962,38945,0
303,2955,1
309,8040,0
352,24184,0
1690,7360,1
309,15283,0
1311,47013,0
928,12639,0
269,7661,0
415,10201,0
395,26548,1
234,15082,0
1221,40785,0
306,26830,0
531,4916,0
1363,2110,1
673,25742,1
628,13345,0
265,23969,1
155,15194,0
964,32036,0
187,5958,1
111,19793,0
898,18510,0
1142,44344,0
966,49023,0
1074,41503,0
1773,51592,1
1067,36245,0
1749,51917,1
427,27700,0
159,24226,0
940,45781,0
914,30679,0
1334,5952,0
1072,5218,0
183,19071,0
929,11570,0
1496,25092,1
1072,8991,0
221,13901,0
831,37003,0
821,39159,0
1468,3860,1
353,16993,0
8,18739,1
241,92,0
259,21189,0
709,30698,0
330,26241,0
504,17668,0
1113,43908,0
1235,47212,0
394,29201,1
709,18018,0
19,23957,0
1191,48320,0
664,911,0
1247,44953,0
1120,48283,0
196,8154,0
811,37500,0
1309,29965,1
153,26472,0
2033,705,1
1356,44340,0
499,10989,0
603,28053,0
277,13839,0
1358,35324,0
1609,7578,1
141,5253,0
1250,45666,0
1218,49154,0
422,32002,0
1220,46914,0
1855,52514,1
328,25263,0
1558,50284,1
882,28777,0
583,32028,0
1325,48298,0
268,22434,0
514,33918,0
220,22181,0
1235,36006,0
902,38091,0
2040,34945,1
1353,49910,1
1245,1837,0
1218,25708,0
772,7825,0
1399,44202,0
309,22194,0
170,6671,0
405,1605,0
170,11961,0
1818,51728,1
548,29797,1
813,37382,0
681,31481,0
427,19302,0
969,42458,0
1067,44742,0
161,21749,0
185,15819,0
322,49912,0
380,29416,0
383,30744,0
2043,5141,1
1126,35669,0
330,1392,0
1001,32361,0
305,24815,0
134,8798,0
1365,48746,0
65,20641,0
736,33842,0
152,16777,0
229,17575,0
454,26055,0
500,32187,0
350,31570,0
849,47334,1
1215,48646,0
382,12504,0
1532,39558,1
268,30554,0
309,5664,0
500,32079,0
902,14343,0
1085,5773,1
1116,45806,0
618,17557,0
1251,24402,0
1671,10938,1
1374,46681,0
269,18330,0
1030,39515,0
266,21683,0
666,39042,0
1445,5730,1
725,33140,0
679,32739,0
167,19987,0
1074,44103,0
934,38753,0
259,10887,0
1482,49568,0
410,25410,0
708,38529,0
742,4518,0
501,37605,0
1733,49774,1
643,20495,0
614,45749,0
931,41036,0
826,46180,0
1054,46931,0
255,19068,0
1701,38773,1
303,25145,0
1981,52846,1
660,49244,0
583,16866,0
125,10337,0
902,16979,0
918,7398,1
1109,15142,0
547,29921,0
1372,52521,1
161,22627,0
503,12307,0
908,15902,0
464,13934,0
543,4396,1
1000,46411,0
307,23608,0
908,48844,0
380,33757,0
56,20594,0
220,5232,0
762,32973,0
1306,42153,0
552,34310,0
893,9345,0
1354,48268,0
1338,47466,0
976,40026,0
436,10224,0
305,21628,0
971,39250,0
289,636,0
403,30500,0
1339,55,0
1054,38359,0
351,33604,0
561,4579,0
836,15077,0
333,17807,0
902,1792,0
666,4164,0
807,23625,0
1394,31396,0
742,10039,0
532,6472,0
394,21996,0
176,4366,0
111,25097,0
421,24892,0
254,18965,0
1735,51176,1
1000,39669,0
296,24458,0
939,35088,0
800,41621,0
978,42174,0
658,33068,0
674,30507,0
1217,21429,0
742,17495,0
2098,24509,1
47,16533,0
1001,9113,0
306,27769,0
1210,21299,0
203,16461,0
1993,53819,1
91,14725,0
628,12361,0
1372,51091,1
442,29893,0
1029,41676,0
907,46356,0
91,18793,0
1328,49086,0
751,2013,0
658,4147,0
540,29841,0
1855,21772,1
1163,44701,0
322,44127,0
1006,41048,0
931,38946,0
666,13170,0
321,40136,0
560,32917,0
352,25262,0
494,21871,0
540,31817,0
1217,3182,1
660,5386,0
519,941,0
797,15013,0
204,12110,1
1479,11861,0
19,22789,0
1200,45423,0
1054,42244,0
991,33216,0
1204,42670,0
435,4603,0
1209,46104,0
746,29161,0
726,34148,0
777,20293,0
1164,39131,0
76,14672,0
309,24859,0
155,15296,0
82,22716,0
893,31131,0
635,3648,1
977,36117,0
1234,46300,0
902,14113,0
823,40838,0
309,1137,0
422,9383,0
230,22841,0
1563,41501,1
612,13044,0
94,18879,0
603,23785,1
1548,46611,0
593,10830,0
134,14182,0
130,35961,0
1053,46597,0
307,22991,0
405,45872,0
349,22243,0
150,19041,1
340,1972,0
993,7836,1
1074,41671,0
676,30288,0
1000,20912,0
149,9530,0
893,14964,0
1324,36221,0
1142,45473,0
111,21680,0
284,26676,0
1591,37944,1
101,20039,0
995,36129,0
463,15692,0
469,37836,0
2045,53988,1
255,21952,0
976,848,0
1746,9622,1
976,20388,0
2057,53369,1
457,49234,0
1507,9886,0
384,23342,1
667,1665,0
2044,54401,1
1496,50230,1
231,23805,0
155,8242,0
1451,49901,0
2088,54021,1
504,13794,0
239,18554,0
422,20133,0
253,27073,0
990,9143,0
1249,47907,0
1929,52887,1
1135,12204,0
246,18317,0
592,18011,0
268,18435,0
1399,47480,0
936,41144,0
440,31539,0
844,5839,1
846,8485,0
1096,21511,0
2008,53774,1
187,21156,0
1042,41185,0
1000,16975,0
900,36210,0
437,30488,0
1054,40463,0
1236,46240,0
573,40897,0
987,13785,0
1098,40651,0
150,30755,1
1054,49098,0
748,42202,0
485,27892,0
990,3089,0
934,43363,0
1356,17373,0
1249,48635,0
1009,48276,0
1111,45497,0
457,39680,0
1652,53793,1
1744,14839,1
427,6161,0
1167,9473,0
1782,51489,1
332,24674,0
394,28807,0
1291,49432,0
152,45161,0
1244,41152,0
750,32115,0
1016,11560,0
902,3853,0
750,38624,0
501,31058,0
580,32636,0
460,23718,1
432,31345,0
1131,41453,1
893,35952,0
1984,6350,1
8,1451,0
20,17180,0
298,14196,0
1101,41035,0
666,13377,0
1076,42933,0
1329,43404,0
432,34294,0
1372,52976,1
101,28676,0
308,10867,0
210,23040,0
404,29350,0
326,5269,0
312,30437,0
961,49509,1
995,8622,0
691,38120,0
744,32981,0
2033,8795,1
1234,45777,0
1524,21151,1
1993,8271,1
116,16533,0
1203,9964,0
671,31403,1
842,35885,0
255,17084,0
1309,47172,1
1058,45363,0
709,39169,0
170,20515,0
1445,45507,0
245,13707,0
176,30760,0
159,7450,0
894,1682,0
1975,41941,1
902,13696,0
77,22499,0
1331,31552,1
573,40579,0
305,11942,0
2027,53980,1
1900,50292,1
386,31000,0
221,10495,0
745,29595,0
801,40513,0
504,32353,0
1361,48965,0
573,39840,0
1309,18055,1
104,23765,0
308,7693,0
962,17789,0
836,15794,0
306,27150,0
390,21454,0
320,38340,0
28,16243,1
486,15734,0
437,30930,0
420,18156,0
173,19589,0
1334,9972,0
1065,38010,0
463,29521,0
1394,41205,0
405,40753,0
1001,45337,0
300,4413,0
883,32833,0
1879,50482,1
798,27034,0
1150,42810,0
958,6390,0
284,26574,0
922,39991,0
860,36165,0
1337,17449,1
583,33502,0
394,22830,0
1264,15340,0
646,21248,0
319,7224,0
451,2571,0
176,26397,0
966,45762,0
429,26319,0
477,19992,0
441,6548,0
970,20928,0
1061,35906,0
170,19038,0
987,41045,0
155,42264,0
1558,47761,1
1244,49048,0
1374,41641,0
1392,2293,0
151,18710,0
447,26568,0
128,21743,0
548,29113,0
184,11026,0
351,34281,0
1895,6023,1
742,11663,0
353,24048,0
111,13068,0
220,21919,0
485,25106,0
427,26561,0
1245,43661,0
39,29593,0
902,42489,0
333,24724,0
1214,18461,0
994,38779,0
1200,47297,0
540,13057,0
265,30055,0
538,38557,0
195,19825,0
476,29400,0
660,1369,0
1768,49893,1
591,20764,0
155,38997,0
907,46085,0
540,9741,0
1063,998,0
95,24703,0
307,23954,0
220,27183,0
894,1845,0
1004,37549,0
671,9039,0
298,34494,0
447,18583,0
994,11668,0
146,6144,0
150,339,1
1339,41615,0
902,42031,0
1074,28792,0
1292,7042,0
427,1130,0
152,2721,0
1125,49348,0
397,30680,0
682,33846,0
30,32271,0
351,5307,0
994,40876,0
697,24394,0
185,23645,0
1106,45186,1
349,9761,1
834,37231,0
993,40308,0
422,15404,0
258,15991,0
1212,35788,0
748,43421,0
767,6868,0
801,2382,0
1234,36594,0
451,1552,0
155,8577,0
752,6961,0
1116,31049,0
431,2903,0
2044,14373,1
476,36998,0
269,21326,0
566,31479,0
231,6953,0
1975,54437,1
1063,44803,0
268,22774,0
591,28404,1
761,41868,0
618,28341,0
991,38753,0
1306,27735,0
1074,30056,0
929,37666,1
1098,34389,0
269,9480,0
138,4442,0
1589,5385,1
497,13050,0
437,10327,0
1000,50227,0
1074,3555,0
79,24801,0
456,14282,0
292,4641,0
422,6442,0
1170,46651,0
321,49451,0
1763,51149,1
306,21487,0
1310,48386,0
934,36892,0
1907,54353,1
308,22117,0
128,987,0
801,14963,0
1193,910,0
504,154,0
1299,2908,0
1426,16088,0
1000,9247,0
422,12900,0
183,22508,0
1107,39678,0
236,22332,0
60,15444,0
417,13769,0
307,27229,0
220,29640,0
803,33076,0
531,3657,0
1201,45220,0
494,16953,0
442,6288,0
1030,17867,0
284,21718,0
469,38282,0
894,2765,0
1000,44512,0
463,22601,0
437,14723,0
1380,49507,0
255,12549,0
284,17675,0
520,25592,0
454,17791,0
429,15755,0
1696,1976,1
1000,13491,0
196,11435,0
306,17125,0
1305,49336,0
152,9277,0
2,1028,0
551,10698,1
285,29943,0
1738,51014,1
305,20206,0
58,18998,0
501,23025,0
940,43499,0
1067,9623,0
946,9553,0
130,15698,0
501,38511,0
659,33823,0
990,40764,0
10,44405,0
961,48127,0
114,24161,0
558,30332,0
1282,50006,0
333,15004,0
922,30292,0
1201,46297,0
770,35466,0
603,27977,0
605,16644,0
548,31614,0
1016,40647,0
306,27134,0
1238,5331,0
17,50461,1
1043,48676,0
127,20624,0
241,5089,0
907,41613,0
1029,1110,0
285,18952,0
1054,18370,0
552,22268,0
1200,42784,0
610,29777,0
1240,19559,0
353,20987,0
456,40864,0
1249,44269,0
867,9095,0
183,19740,0
269,22767,0
1167,39928,0
907,36471,0
1245,45668,0
111,25848,0
141,24242,0
965,39163,0
1229,46770,0
628,30498,0
660,450,0
1116,23726,0
448,25987,1
1975,2444,1
1930,14722,1
303,12559,0
540,30441,0
178,25267,0
696,17783,0
152,23225,0
258,15875,0
257,8954,0
239,23788,0
259,12434,0
772,38387,0
1012,35677,0
266,28119,0
1303,12940,1
1410,47456,0
146,2466,0
204,30375,0
286,21542,0
280,22524,0
176,23060,0
1311,45875,0
1019,46536,0
787,35185,0
553,4411,0
539,1890,0
1227,7633,0
994,49588,0
564,13884,0
936,11789,1
352,21168,0
976,15214,0
155,19254,0
957,7129,0
670,18826,0
1063,40930,0
1074,39915,0
993,10480,1
2079,23500,1
182,14169,0
663,44623,0
919,37387,0
2035,54044,1
431,20546,0
313,1922,0
295,21567,0
155,36870,0
417,27004,0
1449,501,0
916,41976,0
343,27825,0
1074,40878,0
1384,49521,1
540,29624,0
628,36085,0
1428,47569,0
32,32559,0
306,23854,0
705,2398,0
99,24102,0
976,14232,0
732,31664,0
1591,8133,1
1072,38551,0
770,17220,1
1074,24169,0
274,7549,0
719,17524,0
774,35921,0
949,45449,0
374,22798,0
150,30744,0
800,23969,0
255,17048,0
136,14638,0
538,7027,0
592,37316,0
104,20339,0
1601,11976,1
1929,2961,1
94,19849,0
708,3366,0
384,29753,1
797,37652,0
816,33290,1
503,28194,0
1326,27774,0
440,33217,0
422,37798,0
902,3065,0
492,3439,1
284,4428,0
990,17122,0
908,37846,0
3,47586,0
1339,44068,0
629,24402,0
351,33341,0
565,29364,0
60,13254,0
597,24402,0
476,7150,0
1629,9960,1
902,14444,0
580,25759,0
269,18525,0
457,33392,0
352,28807,0
174,13428,0
273,22349,0
306,13378,0
929,2517,0
421,31768,0
770,37476,0
178,18688,0
280,19125,0
610,10985,0
449,29996,0
328,23374,0
540,20844,0
591,14647,0
1229,16398,0
589,33172,0
504,35148,0
1074,39700,0
1126,48485,0
230,7256,0
573,42397,0
255,15211,0
551,23204,0
440,6650,0
351,16913,0
101,23284,0
970,41260,0
1309,36009,1
1231,49451,0
1016,8442,0
1248,12151,0
321,2374,0
309,34595,0
759,3401,0
1974,51588,1
456,33454,0
161,12656,0
2000,5035,1
114,2111,0
1527,44794,0
322,34247,0
532,3064,0
394,26419,0
1188,16820,0
1249,42711,1
785,26161,0
473,27141,0
994,4976,0
1001,37425,0
432,9736,0
1001,46692,0
1600,53554,1
592,10941,0
499,20655,0
1392,44502,0
111,31150,0
732,37560,0
1901,51783,1
1155,41730,0
759,24677,0
150,23204,0
322,37243,0
298,13045,0
1072,3802,0
990,17165,0
494,31664,0
1069,45711,0
1380,20729,1
240,8224,0
248,16315,0
1205,6655,0
284,3718,0
375,18767,0
342,18688,0
603,7845,1
30,5937,0
151,8541,0
1985,6329,1
1487,47923,0
1416,49865,0
177,5240,0
267,3066,0
1000,12234,0
1392,47507,0
1237,46019,0
160,3236,0
302,6129,0
1941,17247,1
1732,48143,1
813,36239,0
1241,25226,0
763,13697,1
429,25859,0
1125,39805,0
993,46715,1
58,16919,0
384,19713,1
243,52006,1
203,5603,0
934,41436,0
582,29352,0
374,31114,0
306,9115,0
708,28835,0
1307,47002,0
777,42388,0
305,25180,0
307,22057,0
1004,38819,0
457,41507,0
1984,52572,1
875,36180,0
340,27351,0
736,24474,0
857,32042,0
875,3433,0
777,44945,0
386,32096,0
1571,49790,1
1074,42369,0
56,4504,0
10,2183,0
818,37744,0
305,16780,0
860,37762,0
1923,52922,1
772,6544,0
369,30492,0
976,23029,0
1281,42241,0
662,41444,0
1295,16587,0
180,14658,0
696,7184,0
92,18812,0
990,9452,0
1774,2050,1
1234,49942,0
289,25956,0
218,6289,0
2022,51099,1
305,29083,0
592,33183,0
175,21504,0
1974,53842,1
551,28038,0
958,33900,0
538,42323,0
1975,53760,1
1103,25735,0
614,14719,0
133,16875,0
805,4206,1
886,48771,1
512,22353,1
318,7240,0
132,5211,0
289,24124,0
205,1200,0
503,36487,0
582,34101,0
259,16354,0
811,15967,0
662,49443,0
309,19036,0
875,4144,0
116,7338,0
899,4087,0
376,27709,0
763,32459,1
995,44127,0
1466,44189,0
421,38615,0
1000,48319,0
593,10884,0
1807,51421,1
846,6355,0
17,9352,1
1117,14176,0
306,11576,0
1021,38753,0
1069,44537,0
1143,44624,1
221,12997,0
750,45631,0
156,8322,0
297,36,0
1742,51429,1
89,16919,0
1037,35223,0
94,15377,0
804,882,0
580,31361,0
573,20399,0
1143,42184,0
308,12211,0
2008,54770,1
258,12901,0
625,31486,0
709,45918,0
566,33570,0
148,2866,1
231,6794,0
965,36994,0
296,3005,0
802,36662,0
725,38541,0
364,15679,0
589,32026,0
1032,44765,0
494,13619,0
630,30314,0
1000,17791,0
255,15168,0
1775,42030,1
825,18939,0
202,20658,0
655,31543,0
307,24930,1
862,1419,0
420,1172,0
306,22839,0
386,21508,0
308,29356,0
925,50256,1
566,32311,0
1309,45644,1
1739,41235,1
305,24886,0
60,31788,0
988,37143,0
1303,4099,1
1902,53393,1
1081,9274,0
774,35232,0
1054,40131,0
457,3126,0
1428,46668,0
938,11855,0
1382,8329,0
1916,50129,1
1024,39072,0
1665,3095,1
1771,50554,1
614,32106,0
1157,9973,0
1000,50155,0
1179,17243,1
1037,35633,0
170,7508,0
76,25592,0
970,32604,0
540,32804,0
581,12421,1
229,23305,0
1006,13730,0
254,22883,0
1101,13640,0
306,22939,0
481,3262,0
1993,50756,1
1103,4468,1
101,7599,1
902,10440,0
560,29051,0
369,23780,1
1865,52045,1
1213,39451,0
1032,45600,0
268,19119,0
185,4293,0
681,9355,1
1035,39204,0
540,29261,0
234,5811,0
331,28143,0
699,6743,0
306,26818,0
626,26170,0
429,22362,0
167,2786,0
606,32996,0
284,31623,0
658,33597,0
549,5564,0
481,36604,0
116,20685,0
47,9493,0
959,5668,0
152,18555,0
2063,1503,1
306,27260,0
950,2936,1
729,8615,1
330,23010,0
929,41415,0
1067,45008,0
1116,39175,0
456,2835,0
1052,43812,0
811,4019,0
708,8248,0
1701,9990,1
1867,54134,1
997,32632,1
1665,546,1
421,999,0
626,34096,0
48,16463,0
971,12952,1
698,33117,0
1126,41442,0
1200,36760,0
512,16853,1
551,6895,0
1663,27541,1
1907,53806,1
961,4742,0
540,34218,0
309,11129,0
798,37513,0
566,34751,0
88,19878,0
533,12734,0
444,1685,0
1292,49367,0
1098,49011,0
940,45548,0
251,20022,0
1006,32978,0
643,23209,0
878,41663,0
1037,44845,0
628,10541,0
747,28162,0
1041,32442,1
305,22084,0
798,36003,0
1451,43627,0
1846,51763,1
428,24990,0
1315,11647,0
1252,41555,0
50,8800,0
357,460,0
756,34396,1
593,29573,0
869,36027,0
268,14826,0
306,27663,0
1215,13384,0
994,39802,0
864,40012,0
643,9389,0
1321,41545,0
1818,12826,1
351,12341,0
591,3465,0
891,16820,0
1089,49905,0
862,21359,0
469,32261,0
236,23313,0
184,18717,0
269,6594,0
1072,16512,0
591,32168,0
976,11052,0
1609,50600,1
108,18684,0
1558,49967,1
1184,44453,0
976,16900,0
2071,52253,1
774,23135,0
968,15519,1
1562,34412,1
978,33206,0
440,41290,0
404,18994,0
1707,49516,1
940,40847,0
405,20073,0
49,20785,0
1042,37516,0
1773,2211,1
307,26960,0
643,28633,0
976,42715,1
540,9955,0
501,9472,0
422,9497,0
501,6090,0
1101,39461,0
968,15304,0
196,9884,0
447,31212,0
666,20000,0
985,38910,0
112,30327,0
848,37758,0
268,30305,0
1194,52437,0
690,37446,0
331,22401,0
1143,14767,0
1218,6838,0
116,8645,0
1774,51940,1
185,22822,0
422,26504,0
552,19844,0
664,1881,0
185,23556,0
428,32119,0
1204,8797,0
1200,29764,0
185,483,0
540,11545,0
432,34106,0
305,22894,0
643,37038,0
381,18708,0
745,32707,0
911,15489,0
488,10708,0
542,25937,0
351,14714,0
233,3831,1
150,10029,0
268,11783,0
182,7981,0
1306,15905,0
1016,43278,0
925,16880,1
354,21286,0
351,17207,0
2035,54109,1
111,7971,0
333,21290,0
778,13159,1
449,2414,0
331,8267,0
305,18148,0
1283,2908,0
976,40068,0
1818,15381,1
501,31675,0
422,30054,0
910,36317,0
314,22099,0
573,29568,0
436,27902,0
270,26886,0
1072,40807,0
136,26629,0
591,1710,0
1522,38354,0
354,23147,0
550,10156,0
304,6277,0
306,24517,0
225,2161,0
1338,17300,0
352,27496,0
150,38291,0
351,22862,0
152,37455,0
800,38245,0
1030,45580,0
1107,35968,0
456,26461,0
1221,13321,0
413,28558,0
284,31172,0
507,37125,0
1916,8034,1
987,42500,0
172,7261,0
995,12771,0
159,3797,0
367,14649,0
308,25445,0
306,17788,0
1250,40924,0
306,27224,0
268,21144,0
413,435,0
289,21847,0
1363,386,1
1191,2844,0
592,18904,0
514,15444,0
1260,47036,0
1030,28555,0
94,19034,0
1094,8359,0
1074,9790,0
146,2532,1
51,23817,0
1200,42517,0
312,28924,0
259,22556,0
659,49689,1
993,5312,0
1762,51948,1
422,24633,0
150,21590,0
891,40649,0
908,32551,0
1085,7846,0
421,44780,0
365,30431,0
677,11690,1
379,23253,0
306,17734,0
516,16497,0
17,54253,1
1511,3936,1
1971,10043,1
1273,47056,0
487,27560,0
422,31571,0
1167,40395,0
246,4888,0
394,4275,0
1975,53531,1
1506,44707,0
444,22686,0
304,25251,0
292,16692,0
1206,13029,0
1106,1682,1
257,11701,0
1620,10972,1
178,17001,0
732,23236,0
266,34901,0
432,25102,0
500,37673,0
231,26184,0
432,31796,0
136,20127,0
1701,53519,1
480,33399,0
1377,50060,0
796,8219,0
1701,53862,1
1216,39133,0
1039,11957,1
1975,11741,1
1419,15294,0
343,26826,0
456,38121,0
111,23237,0
1929,53247,1
662,36298,0
1708,50830,1
227,20711,0
958,19150,0
1045,40464,0
1000,48086,0
580,27174,0
352,15390,0
1317,47739,0
1160,33008,0
1787,51110,1
185,20952,0
1516,6438,0
1000,27499,0
196,19331,0
183,5990,0
1478,46931,0
2020,54742,1
88,23937,0
480,6431,0
306,21389,0
991,34522,0
421,7458,0
1800,38743,1
235,24440,0
114,19453,0
1037,45361,0
286,21974,0
235,11300,0
1589,33130,1
148,14485,0
862,7566,0
1276,5300,1
440,1403,0
1074,43539,0
176,22395,0
247,31014,0
990,41185,0
150,27695,0
1155,11817,0
767,17324,0
618,12275,0
442,8502,0
255,8781,0
469,32672,0
173,1725,0
1247,37874,0
953,380,0
483,29730,0
743,42089,0
1491,45658,1
185,21995,0
491,4702,1
116,12732,0
154,29175,0
813,17173,0
1231,48491,0
1317,16581,0
440,31421,0
431,6507,0
934,43980,0
1194,48655,0
1261,42603,0
531,14544,0
333,6071,0
773,42885,0
1220,48327,0
224,3731,0
382,31141,0
126,30292,0
183,15054,0
823,32997,0
503,35876,0
679,31507,0
990,16965,0
1365,47677,0
928,46121,1
501,2980,0
306,6517,0
540,20782,0
613,39835,0
152,6540,0
1019,39229,0
255,9782,0
813,16103,0
845,7005,0
366,23355,1
348,30822,0
834,37272,0
306,15427,0
1349,49502,0
1970,52911,1
1334,47405,0
533,33675,0
2098,9297,1
316,368,0
435,18722,0
688,32345,0
1203,1862,1
915,38828,0
1281,48978,0
313,23998,0
1620,10829,1
548,4499,1
830,46654,0
860,38575,0
254,23579,0
1101,42948,0
1788,615,1
395,30105,1
421,40188,0
364,14352,0
328,10823,0
1054,10064,0
148,19356,0
129,30924,0
801,35586,0
306,8946,0
174,49140,0
1032,44924,0
